"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 11 20:07:30 GMT 2025","Wed Jun 11 20:07:30 GMT 2025","739","","tests.WebFormTests","","tests.WebFormTests","datePickerTest","datePickerTest()",""
"broken","Wed Jun 11 20:05:07 GMT 2025","Wed Jun 11 20:07:12 GMT 2025","125365","","tests.LoginFormTests","","tests.LoginFormTests","invalidCredentialsTest","invalidCredentialsTest(String, String) [1] , ",""
"broken","Wed Jun 11 20:00:26 GMT 2025","Wed Jun 11 20:00:27 GMT 2025","1493","","TrainingLocatorsTests","","TrainingLocatorsTests","pickersTest","pickersTest()",""
"broken","Wed Jun 11 20:07:14 GMT 2025","Wed Jun 11 20:07:15 GMT 2025","1664","","tests.LoginFormTests","","tests.LoginFormTests","invalidCredentialsTest","invalidCredentialsTest(String, String) [3] username, password",""
"broken","Wed Jun 11 20:00:38 GMT 2025","Wed Jun 11 20:00:39 GMT 2025","1731","","tests.BrowserAgnosticFeaturesTests","","tests.BrowserAgnosticFeaturesTests","cancelLaunchPromptDialogBoxTest","cancelLaunchPromptDialogBoxTest()",""
"passed","Wed Jun 11 20:07:34 GMT 2025","Wed Jun 11 20:07:35 GMT 2025","717","","tests.WebFormTests","","tests.WebFormTests","readOnlyTest","readOnlyTest()",""
"passed","Wed Jun 11 20:00:24 GMT 2025","Wed Jun 11 20:00:24 GMT 2025","101","","TrainingLocatorsTests","","TrainingLocatorsTests","headerTest","headerTest()",""
"passed","Wed Jun 11 20:07:38 GMT 2025","Wed Jun 11 20:07:39 GMT 2025","704","","tests.WebFormTests","","tests.WebFormTests","optionsListTest","optionsListTest()",""
"broken","Wed Jun 11 20:01:10 GMT 2025","Wed Jun 11 20:01:12 GMT 2025","1697","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [6] Draw in canvas, draw-in-canvas.html, Drawing in canvas, class pageObjects.DrawingInCanvasPage",""
"broken","Wed Jun 11 20:01:03 GMT 2025","Wed Jun 11 20:01:05 GMT 2025","1641","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [2] Navigation, navigation1.html, Navigation example, class pageObjects.NavigationPage",""
"passed","Wed Jun 11 20:07:37 GMT 2025","Wed Jun 11 20:07:38 GMT 2025","761","","tests.WebFormTests","","tests.WebFormTests","textInputTest","textInputTest()",""
"broken","Wed Jun 11 20:00:34 GMT 2025","Wed Jun 11 20:00:35 GMT 2025","1710","","tests.BrowserAgnosticFeaturesTests","","tests.BrowserAgnosticFeaturesTests","iFrameTest","iFrameTest()",""
"passed","Wed Jun 11 20:07:27 GMT 2025","Wed Jun 11 20:07:28 GMT 2025","800","","tests.WebFormTests","","tests.WebFormTests","ColorPickerTest","ColorPickerTest()",""
"passed","Wed Jun 11 20:07:25 GMT 2025","Wed Jun 11 20:07:26 GMT 2025","808","","tests.WebFormTests","","tests.WebFormTests","editTextInputTest","editTextInputTest()",""
"broken","Wed Jun 11 20:00:43 GMT 2025","Wed Jun 11 20:00:45 GMT 2025","1678","","tests.BrowserAgnosticFeaturesTests","","tests.BrowserAgnosticFeaturesTests","closeLaunchModalDialogBoxTest","closeLaunchModalDialogBoxTest()",""
"broken","Wed Jun 11 20:00:35 GMT 2025","Wed Jun 11 20:00:37 GMT 2025","1679","","tests.BrowserAgnosticFeaturesTests","","tests.BrowserAgnosticFeaturesTests","saveLaunchModalDialogBoxTest","saveLaunchModalDialogBoxTest()",""
"passed","Wed Jun 11 20:07:26 GMT 2025","Wed Jun 11 20:07:27 GMT 2025","703","","tests.WebFormTests","","tests.WebFormTests","dropdownDatalistTest","dropdownDatalistTest()",""
"passed","Wed Jun 11 20:01:02 GMT 2025","Wed Jun 11 20:01:03 GMT 2025","802","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [1] Web form, web-form.html, Web form, class pageObjects.WebFormPage",""
"broken","Wed Jun 11 20:01:29 GMT 2025","Wed Jun 11 20:01:30 GMT 2025","1683","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [18] Get user media, get-user-media.html, Get user media, class pageObjects.GetUserMediaPage",""
"failed","Wed Jun 11 20:01:50 GMT 2025","Wed Jun 11 20:01:55 GMT 2025","5188","","tests.LoadingImagesSelenideTests","","tests.LoadingImagesSelenideTests","loadingImagesTest","loadingImagesTest(String) [2] calendar",""
"broken","Wed Jun 11 20:00:50 GMT 2025","Wed Jun 11 20:00:52 GMT 2025","1744","","tests.DownloadFileTests","","tests.DownloadFileTests","DownloadPngFileTest","DownloadPngFileTest()",""
"broken","Wed Jun 11 20:01:07 GMT 2025","Wed Jun 11 20:01:08 GMT 2025","1712","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [4] Mouse over, mouse-over.html, Mouse over, class pageObjects.MouseOverPage",""
"broken","Wed Jun 11 20:01:21 GMT 2025","Wed Jun 11 20:01:23 GMT 2025","1682","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [13] IFrames, iframes.html, IFrame, class pageObjects.IFramePage",""
"broken","Wed Jun 11 20:00:56 GMT 2025","Wed Jun 11 20:00:57 GMT 2025","1747","","tests.DropdownMenuTests","","tests.DropdownMenuTests","rightClickTest","rightClickTest()",""
"broken","Wed Jun 11 20:01:23 GMT 2025","Wed Jun 11 20:01:24 GMT 2025","1684","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [14] Dialog boxes, dialog-boxes.html, Dialog boxes, class pageObjects.DialogBoxesPage",""
"passed","Wed Jun 11 20:00:59 GMT 2025","Wed Jun 11 20:01:00 GMT 2025","830","","tests.HeaderTests","","tests.HeaderTests","HeaderDescriptionTest","HeaderDescriptionTest()",""
"broken","Wed Jun 11 20:07:20 GMT 2025","Wed Jun 11 20:07:22 GMT 2025","1771","","tests.WebFormTests","","tests.WebFormTests","selectorsTest","selectorsTest()",""
