"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 18 20:30:57 GMT 2025","Wed Jun 18 20:30:58 GMT 2025","902","","ui.tests.WebFormTests","","ui.tests.WebFormTests","boniGarciaLinkTest","boniGarciaLinkTest()",""
"passed","Wed Jun 18 20:31:05 GMT 2025","Wed Jun 18 20:31:06 GMT 2025","983","","ui.tests.WebFormTests","","ui.tests.WebFormTests","movingRangePickerTest","movingRangePickerTest()",""
"passed","Wed Jun 18 20:25:15 GMT 2025","Wed Jun 18 20:25:16 GMT 2025","592","","ui.tests.HomePageTests","","ui.tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [17] Notifications, notifications.html, Notifications, class ui.pageObjects.NotificationsPage",""
"passed","Wed Jun 18 20:30:52 GMT 2025","Wed Jun 18 20:30:53 GMT 2025","807","","ui.tests.LoginFormTests","","ui.tests.LoginFormTests","validCredentialsTest","validCredentialsTest()",""
"passed","Wed Jun 18 20:30:51 GMT 2025","Wed Jun 18 20:30:52 GMT 2025","761","","ui.tests.LoginFormTests","","ui.tests.LoginFormTests","invalidCredentialsTest","invalidCredentialsTest(String, String) [3] username, password",""
"skipped","Wed Jun 18 20:25:44 GMT 2025","Wed Jun 18 20:25:44 GMT 2025","0","","ui.tests.LoginFormPlaywrightTests","","ui.tests.LoginFormPlaywrightTests","validCredentialsTest","validCredentialsTest()",""
"passed","Wed Jun 18 20:25:19 GMT 2025","Wed Jun 18 20:25:19 GMT 2025","576","","ui.tests.HomePageTests","","ui.tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [23] Random calculator, random-calculator.html, Random calculator, class ui.pageObjects.RandomCalculatorPage",""
"passed","Wed Jun 18 20:25:18 GMT 2025","Wed Jun 18 20:25:19 GMT 2025","611","","ui.tests.HomePageTests","","ui.tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [22] Slow login, login-slow.html, Slow login form, class ui.pageObjects.SlowLoginFormPage",""
"passed","Wed Jun 18 20:25:17 GMT 2025","Wed Jun 18 20:25:17 GMT 2025","600","","ui.tests.HomePageTests","","ui.tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [20] Console logs, console-logs.html, Console logs, class ui.pageObjects.ConsoleLogsPage",""
"skipped","Wed Jun 18 20:24:54 GMT 2025","Wed Jun 18 20:24:54 GMT 2025","0","","ui.tests.BrowserAgnosticFeaturesTests","","ui.tests.BrowserAgnosticFeaturesTests","localStorageTest","localStorageTest()",""
"passed","Wed Jun 18 20:31:06 GMT 2025","Wed Jun 18 20:31:07 GMT 2025","661","","ui.tests.WebFormTests","","ui.tests.WebFormTests","textInputTest","textInputTest()",""
"passed","Wed Jun 18 20:24:52 GMT 2025","Wed Jun 18 20:24:53 GMT 2025","718","","ui.tests.BrowserAgnosticFeaturesTests","","ui.tests.BrowserAgnosticFeaturesTests","cancelLaunchPromptDialogBoxTest","cancelLaunchPromptDialogBoxTest()",""
"passed","Wed Jun 18 20:25:29 GMT 2025","Wed Jun 18 20:25:35 GMT 2025","6278","","ui.tests.LoadingImagesSelenideTests","","ui.tests.LoadingImagesSelenideTests","loadingImagesTest","loadingImagesTest(String) [3] award",""
"passed","Wed Jun 18 20:30:55 GMT 2025","Wed Jun 18 20:30:56 GMT 2025","661","","ui.tests.WebFormTests","","ui.tests.WebFormTests","dropdownDefaultOptionTest","dropdownDefaultOptionTest()",""
"passed","Wed Jun 18 20:30:58 GMT 2025","Wed Jun 18 20:30:58 GMT 2025","728","","ui.tests.WebFormTests","","ui.tests.WebFormTests","editTextInputTest","editTextInputTest()",""
"passed","Wed Jun 18 20:24:40 GMT 2025","Wed Jun 18 20:24:41 GMT 2025","550","","ui.TrainingLocatorsTests","","ui.TrainingLocatorsTests","pickersTest","pickersTest()",""
"passed","Wed Jun 18 20:25:16 GMT 2025","Wed Jun 18 20:25:16 GMT 2025","638","","ui.tests.HomePageTests","","ui.tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [18] Get user media, get-user-media.html, Get user media, class ui.pageObjects.GetUserMediaPage",""
"passed","Wed Jun 18 20:24:39 GMT 2025","Wed Jun 18 20:24:40 GMT 2025","572","","ui.TrainingLocatorsTests","","ui.TrainingLocatorsTests","selectorsTest","selectorsTest()",""
"passed","Wed Jun 18 20:30:53 GMT 2025","Wed Jun 18 20:30:54 GMT 2025","693","","ui.tests.NavigationTests","","ui.tests.NavigationTests","previousButtonTest","previousButtonTest()",""
"passed","Wed Jun 18 20:25:11 GMT 2025","Wed Jun 18 20:25:12 GMT 2025","594","","ui.tests.HomePageTests","","ui.tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [11] Shadow DOM, shadow-dom.html, Shadow DOM, class ui.pageObjects.ShadowDomPage",""
"passed","Wed Jun 18 20:25:14 GMT 2025","Wed Jun 18 20:25:15 GMT 2025","593","","ui.tests.HomePageTests","","ui.tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [16] Geolocation, geolocation.html, Geolocation, class ui.pageObjects.GeolocationPage",""
"passed","Wed Jun 18 20:31:03 GMT 2025","Wed Jun 18 20:31:04 GMT 2025","576","","ui.tests.WebFormTests","","ui.tests.WebFormTests","readOnlyTest","readOnlyTest()",""
"passed","Wed Jun 18 20:31:02 GMT 2025","Wed Jun 18 20:31:03 GMT 2025","612","","ui.tests.WebFormTests","","ui.tests.WebFormTests","colorPickerTest","colorPickerTest()",""
"passed","Wed Jun 18 20:25:13 GMT 2025","Wed Jun 18 20:25:14 GMT 2025","579","","ui.tests.HomePageTests","","ui.tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [14] Dialog boxes, dialog-boxes.html, Dialog boxes, class ui.pageObjects.DialogBoxesPage",""
"passed","Wed Jun 18 20:25:09 GMT 2025","Wed Jun 18 20:25:10 GMT 2025","638","","ui.tests.HomePageTests","","ui.tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [8] Slow calculator, slow-calculator.html, Slow calculator, class ui.pageObjects.SlowCalculatorPage",""
"passed","Wed Jun 18 20:24:49 GMT 2025","Wed Jun 18 20:24:50 GMT 2025","816","","ui.tests.BrowserAgnosticFeaturesTests","","ui.tests.BrowserAgnosticFeaturesTests","cookieTest","cookieTest()",""
"passed","Wed Jun 18 20:24:56 GMT 2025","Wed Jun 18 20:24:57 GMT 2025","696","","ui.tests.BrowserAgnosticFeaturesTests","","ui.tests.BrowserAgnosticFeaturesTests","cancelLaunchConfirmDialogBoxTest","cancelLaunchConfirmDialogBoxTest()",""
"passed","Wed Jun 18 20:25:35 GMT 2025","Wed Jun 18 20:25:44 GMT 2025","8397","","ui.tests.LoadingImagesSelenideTests","","ui.tests.LoadingImagesSelenideTests","loadingImagesTest","loadingImagesTest(String) [4] landscape",""
"passed","Wed Jun 18 20:25:06 GMT 2025","Wed Jun 18 20:25:06 GMT 2025","601","","ui.tests.HomePageTests","","ui.tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [2] Navigation, navigation1.html, Navigation example, class ui.pageObjects.NavigationPage",""
"passed","Wed Jun 18 20:25:14 GMT 2025","Wed Jun 18 20:25:14 GMT 2025","613","","ui.tests.HomePageTests","","ui.tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [15] Web storage, web-storage.html, Web storage, class ui.pageObjects.WebStoragePage",""
"passed","Wed Jun 18 20:24:56 GMT 2025","Wed Jun 18 20:24:56 GMT 2025","742","","ui.tests.BrowserAgnosticFeaturesTests","","ui.tests.BrowserAgnosticFeaturesTests","acceptLaunchPromptDialogBoxTest","acceptLaunchPromptDialogBoxTest()",""
"passed","Wed Jun 18 20:31:01 GMT 2025","Wed Jun 18 20:31:02 GMT 2025","664","","ui.tests.WebFormTests","","ui.tests.WebFormTests","rangePickerTest","rangePickerTest()",""
"failed","Wed Jun 18 20:24:36 GMT 2025","Wed Jun 18 20:24:36 GMT 2025","58","","api.SmokeApiTests","","api.SmokeApiTests","getUserByNameTest","getUserByNameTest()",""
"passed","Wed Jun 18 20:24:41 GMT 2025","Wed Jun 18 20:24:42 GMT 2025","773","","ui.tests.BrowserAgnosticFeaturesTests","","ui.tests.BrowserAgnosticFeaturesTests","shadowDomTest","shadowDomTest()",""
"passed","Wed Jun 18 20:25:20 GMT 2025","Wed Jun 18 20:25:20 GMT 2025","583","","ui.tests.HomePageTests","","ui.tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [25] A/B Testing, ab-testing.html, A/B Testing, class ui.pageObjects.ABTestingPage",""
"passed","Wed Jun 18 20:25:01 GMT 2025","Wed Jun 18 20:25:01 GMT 2025","752","","ui.tests.DropdownMenuTests","","ui.tests.DropdownMenuTests","rightClickTest","rightClickTest()",""
"passed","Wed Jun 18 20:28:44 GMT 2025","Wed Jun 18 20:30:51 GMT 2025","127410","","ui.tests.LoginFormTests","","ui.tests.LoginFormTests","invalidCredentialsTest","invalidCredentialsTest(String, String) [2]         ,         ",""
"passed","Wed Jun 18 20:24:59 GMT 2025","Wed Jun 18 20:25:00 GMT 2025","909","","ui.tests.DragAndDropTests","","ui.tests.DragAndDropTests","dragAndDropTest","dragAndDropTest()",""
"passed","Wed Jun 18 20:31:00 GMT 2025","Wed Jun 18 20:31:01 GMT 2025","973","","ui.tests.WebFormTests","","ui.tests.WebFormTests","textareaInputTest","textareaInputTest()",""
"passed","Wed Jun 18 20:24:54 GMT 2025","Wed Jun 18 20:24:56 GMT 2025","1246","","ui.tests.BrowserAgnosticFeaturesTests","","ui.tests.BrowserAgnosticFeaturesTests","closeLaunchModalDialogBoxTest","closeLaunchModalDialogBoxTest()",""
"passed","Wed Jun 18 20:30:54 GMT 2025","Wed Jun 18 20:30:55 GMT 2025","640","","ui.tests.WebFormTests","","ui.tests.WebFormTests","selectorsTest","selectorsTest()",""
"passed","Wed Jun 18 20:30:58 GMT 2025","Wed Jun 18 20:30:59 GMT 2025","645","","ui.tests.WebFormTests","","ui.tests.WebFormTests","dropdownDatalistTest","dropdownDatalistTest()",""
"passed","Wed Jun 18 20:25:08 GMT 2025","Wed Jun 18 20:25:09 GMT 2025","600","","ui.tests.HomePageTests","","ui.tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [6] Draw in canvas, draw-in-canvas.html, Drawing in canvas, class ui.pageObjects.DrawingInCanvasPage",""
"passed","Wed Jun 18 20:25:01 GMT 2025","Wed Jun 18 20:25:02 GMT 2025","762","","ui.tests.DropdownMenuTests","","ui.tests.DropdownMenuTests","doubleClickTest","doubleClickTest()",""
"passed","Wed Jun 18 20:24:50 GMT 2025","Wed Jun 18 20:24:51 GMT 2025","712","","ui.tests.BrowserAgnosticFeaturesTests","","ui.tests.BrowserAgnosticFeaturesTests","iFrameTest","iFrameTest()",""
"passed","Wed Jun 18 20:25:00 GMT 2025","Wed Jun 18 20:25:01 GMT 2025","727","","ui.tests.DropdownMenuTests","","ui.tests.DropdownMenuTests","leftClickTest","leftClickTest()",""
"passed","Wed Jun 18 20:25:19 GMT 2025","Wed Jun 18 20:25:20 GMT 2025","585","","ui.tests.HomePageTests","","ui.tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [24] Download files, download.html, Download files, class ui.pageObjects.DownloadFilesPage",""
"passed","Wed Jun 18 20:24:42 GMT 2025","Wed Jun 18 20:24:49 GMT 2025","7604","","ui.tests.BrowserAgnosticFeaturesTests","","ui.tests.BrowserAgnosticFeaturesTests","infiniteScrollTest","infiniteScrollTest()",""
"passed","Wed Jun 18 20:25:05 GMT 2025","Wed Jun 18 20:25:06 GMT 2025","694","","ui.tests.HomePageTests","","ui.tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [1] Web form, web-form.html, Web form, class ui.pageObjects.WebFormPage",""
