"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 12 20:42:18 GMT 2025","Thu Jun 12 20:42:19 GMT 2025","609","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [19] Multilanguage, multilanguage.html, Multilanguage page, class pageObjects.MultilanguagePage",""
"passed","Thu Jun 12 20:41:59 GMT 2025","Thu Jun 12 20:42:00 GMT 2025","1213","","tests.DownloadFileTests","","tests.DownloadFileTests","DownloadPdfFileTest","DownloadPdfFileTest()",""
"passed","Thu Jun 12 20:42:19 GMT 2025","Thu Jun 12 20:42:19 GMT 2025","601","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [20] Console logs, console-logs.html, Console logs, class pageObjects.ConsoleLogsPage",""
"passed","Thu Jun 12 20:45:46 GMT 2025","Thu Jun 12 20:47:59 GMT 2025","133448","","tests.LoginFormTests","","tests.LoginFormTests","invalidCredentialsTest","invalidCredentialsTest(String, String) [2]         ,         ",""
"passed","Thu Jun 12 20:48:07 GMT 2025","Thu Jun 12 20:48:08 GMT 2025","698","","tests.WebFormTests","","tests.WebFormTests","returnToIndexLinkTest","returnToIndexLinkTest()",""
"passed","Thu Jun 12 20:42:19 GMT 2025","Thu Jun 12 20:42:20 GMT 2025","609","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [21] Login form, login-form.html, Login form, class pageObjects.LoginFormPage",""
"passed","Thu Jun 12 20:42:16 GMT 2025","Thu Jun 12 20:42:16 GMT 2025","583","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [15] Web storage, web-storage.html, Web storage, class pageObjects.WebStoragePage",""
"passed","Thu Jun 12 20:48:06 GMT 2025","Thu Jun 12 20:48:07 GMT 2025","762","","tests.WebFormTests","","tests.WebFormTests","editTextInputTest","editTextInputTest()",""
"passed","Thu Jun 12 20:42:12 GMT 2025","Thu Jun 12 20:42:13 GMT 2025","610","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [9] Long page, long-page.html, This is a long page, class pageObjects.LongPagePage",""
"passed","Thu Jun 12 20:48:02 GMT 2025","Thu Jun 12 20:48:03 GMT 2025","668","","tests.WebFormTests","","tests.WebFormTests","selectorsTest","selectorsTest()",""
"passed","Thu Jun 12 20:42:27 GMT 2025","Thu Jun 12 20:42:31 GMT 2025","4309","","tests.LoadingImagesSelenideTests","","tests.LoadingImagesSelenideTests","loadingImagesTest","loadingImagesTest(String) [2] calendar",""
"passed","Thu Jun 12 20:48:05 GMT 2025","Thu Jun 12 20:48:06 GMT 2025","892","","tests.WebFormTests","","tests.WebFormTests","boniGarciaLinkTest","boniGarciaLinkTest()",""
"passed","Thu Jun 12 20:42:17 GMT 2025","Thu Jun 12 20:42:17 GMT 2025","580","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [17] Notifications, notifications.html, Notifications, class pageObjects.NotificationsPage",""
"passed","Thu Jun 12 20:48:09 GMT 2025","Thu Jun 12 20:48:10 GMT 2025","1055","","tests.WebFormTests","","tests.WebFormTests","textareaInputTest","textareaInputTest()",""
"passed","Thu Jun 12 20:48:14 GMT 2025","Thu Jun 12 20:48:15 GMT 2025","1049","","tests.WebFormTests","","tests.WebFormTests","movingRangePickerTest","movingRangePickerTest()",""
"passed","Thu Jun 12 20:42:15 GMT 2025","Thu Jun 12 20:42:16 GMT 2025","593","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [14] Dialog boxes, dialog-boxes.html, Dialog boxes, class pageObjects.DialogBoxesPage",""
"passed","Thu Jun 12 20:42:03 GMT 2025","Thu Jun 12 20:42:04 GMT 2025","752","","tests.DropdownMenuTests","","tests.DropdownMenuTests","doubleClickTest","doubleClickTest()",""
"passed","Thu Jun 12 20:41:41 GMT 2025","Thu Jun 12 20:41:41 GMT 2025","220","","TrainingLocatorsTests","","TrainingLocatorsTests","inputTest","inputTest()",""
"passed","Thu Jun 12 20:42:22 GMT 2025","Thu Jun 12 20:42:23 GMT 2025","594","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [26] Data types, data-types.html, Data types, class pageObjects.DataTypesPage",""
"passed","Thu Jun 12 20:42:37 GMT 2025","Thu Jun 12 20:42:45 GMT 2025","8330","","tests.LoadingImagesSelenideTests","","tests.LoadingImagesSelenideTests","loadingImagesTest","loadingImagesTest(String) [4] landscape",""
"passed","Thu Jun 12 20:48:01 GMT 2025","Thu Jun 12 20:48:01 GMT 2025","812","","tests.NavigationTests","","tests.NavigationTests","nextButtonTest","nextButtonTest()",""
"passed","Thu Jun 12 20:48:10 GMT 2025","Thu Jun 12 20:48:11 GMT 2025","686","","tests.WebFormTests","","tests.WebFormTests","colorPickerTest","colorPickerTest()",""
"passed","Thu Jun 12 20:42:13 GMT 2025","Thu Jun 12 20:42:14 GMT 2025","597","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [11] Shadow DOM, shadow-dom.html, Shadow DOM, class pageObjects.ShadowDomPage",""
"passed","Thu Jun 12 20:48:04 GMT 2025","Thu Jun 12 20:48:05 GMT 2025","660","","tests.WebFormTests","","tests.WebFormTests","checkboxTest","checkboxTest()",""
"passed","Thu Jun 12 20:48:10 GMT 2025","Thu Jun 12 20:48:10 GMT 2025","736","","tests.WebFormTests","","tests.WebFormTests","rangePickerTest","rangePickerTest()",""
"passed","Thu Jun 12 20:42:05 GMT 2025","Thu Jun 12 20:42:05 GMT 2025","656","","tests.HeaderTests","","tests.HeaderTests","HeaderTitleTest","HeaderTitleTest()",""
"passed","Thu Jun 12 20:42:11 GMT 2025","Thu Jun 12 20:42:12 GMT 2025","638","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [8] Slow calculator, slow-calculator.html, Slow calculator, class pageObjects.SlowCalculatorPage",""
"passed","Thu Jun 12 20:48:03 GMT 2025","Thu Jun 12 20:48:04 GMT 2025","738","","tests.WebFormTests","","tests.WebFormTests","disabledInputTest","disabledInputTest()",""
"passed","Thu Jun 12 20:42:08 GMT 2025","Thu Jun 12 20:42:08 GMT 2025","629","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [2] Navigation, navigation1.html, Navigation example, class pageObjects.NavigationPage",""
"passed","Thu Jun 12 20:41:42 GMT 2025","Thu Jun 12 20:41:42 GMT 2025","549","","TrainingLocatorsTests","","TrainingLocatorsTests","pickersTest","pickersTest()",""
"passed","Thu Jun 12 20:42:22 GMT 2025","Thu Jun 12 20:42:22 GMT 2025","588","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [25] A/B Testing, ab-testing.html, A/B Testing, class pageObjects.ABTestingPage",""
"passed","Thu Jun 12 20:42:02 GMT 2025","Thu Jun 12 20:42:03 GMT 2025","737","","tests.DropdownMenuTests","","tests.DropdownMenuTests","rightClickTest","rightClickTest()",""
"passed","Thu Jun 12 20:42:00 GMT 2025","Thu Jun 12 20:42:01 GMT 2025","650","","tests.DownloadFileTests","","tests.DownloadFileTests","DownloadPngFileTest","DownloadPngFileTest()",""
"passed","Thu Jun 12 20:41:58 GMT 2025","Thu Jun 12 20:41:59 GMT 2025","723","","tests.BrowserAgnosticFeaturesTests","","tests.BrowserAgnosticFeaturesTests","cancelLaunchConfirmDialogBoxTest","cancelLaunchConfirmDialogBoxTest()",""
"passed","Thu Jun 12 20:42:05 GMT 2025","Thu Jun 12 20:42:07 GMT 2025","1849","","tests.HeaderTests","","tests.HeaderTests","logoTest","logoTest()",""
"passed","Thu Jun 12 20:41:43 GMT 2025","Thu Jun 12 20:41:43 GMT 2025","733","","tests.BrowserAgnosticFeaturesTests","","tests.BrowserAgnosticFeaturesTests","shadowDomTest","shadowDomTest()",""
"passed","Thu Jun 12 20:42:11 GMT 2025","Thu Jun 12 20:42:11 GMT 2025","631","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [7] Loading images, loading-images.html, Loading images, class pageObjects.LoadingImagesPage",""
"passed","Thu Jun 12 20:41:52 GMT 2025","Thu Jun 12 20:41:53 GMT 2025","708","","tests.BrowserAgnosticFeaturesTests","","tests.BrowserAgnosticFeaturesTests","iFrameTest","iFrameTest()",""
"passed","Thu Jun 12 20:48:13 GMT 2025","Thu Jun 12 20:48:14 GMT 2025","713","","tests.WebFormTests","","tests.WebFormTests","passwordInputTest","passwordInputTest()",""
"passed","Thu Jun 12 20:41:55 GMT 2025","Thu Jun 12 20:41:56 GMT 2025","733","","tests.BrowserAgnosticFeaturesTests","","tests.BrowserAgnosticFeaturesTests","launchAlertDialogBoxTest","launchAlertDialogBoxTest()",""
"passed","Thu Jun 12 20:42:21 GMT 2025","Thu Jun 12 20:42:21 GMT 2025","630","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [23] Random calculator, random-calculator.html, Random calculator, class pageObjects.RandomCalculatorPage",""
"passed","Thu Jun 12 20:42:13 GMT 2025","Thu Jun 12 20:42:13 GMT 2025","604","","tests.HomePageTests","","tests.HomePageTests","linksTest","linksTest(String, String, String, Class) [10] Infinite scroll, infinite-scroll.html, Infinite scroll, class pageObjects.InfiniteScrollPage",""
"passed","Thu Jun 12 20:41:55 GMT 2025","Thu Jun 12 20:41:55 GMT 2025","706","","tests.BrowserAgnosticFeaturesTests","","tests.BrowserAgnosticFeaturesTests","acceptLaunchConfirmDialogBoxTest","acceptLaunchConfirmDialogBoxTest()",""
